income,sex,race,age,hs_week
<=50K,Female,Other,29,40
<=50K,Male,White,66,40
<=50K,Male,White,59,50
>50K,Male,White,62,40
<=50K,Male,White,29,40
>50K,Male,White,28,45
>50K,Male,White,27,60
>50K,Male,White,42,40
>50K,Male,White,60,46
>50K,Male,White,58,50
<=50K,Male,White,27,40
<=50K,Female,White,45,40
>50K,Male,White,50,40
<=50K,Male,Black,43,40
<=50K,Male,White,39,50
<=50K,Male,White,21,20
<=50K,Male,Black,24,70
<=50K,Male,White,59,30
>50K,Male,White,36,40
<=50K,Female,Asian-Pac-Islander,72,4
>50K,Male,Asian-Pac-Islander,35,65
<=50K,Male,White,33,40
<=50K,Female,Black,30,45
>50K,Male,White,40,50
<=50K,Male,White,26,55
<=50K,Male,Black,37,40
<=50K,Female,White,68,20
>50K,Male,White,45,72
<=50K,Male,White,56,40
<=50K,Female,White,36,40
>50K,Male,White,50,50
<=50K,Male,White,38,40
<=50K,Male,White,29,41
<=50K,Female,White,28,28
<=50K,Male,White,39,50
<=50K,Male,White,26,40
>50K,Male,White,52,65
<=50K,Male,White,52,40
<=50K,Female,White,84,13
<=50K,Female,White,33,10
>50K,Male,White,46,50
<=50K,Female,White,30,35
>50K,Male,White,38,40
<=50K,Female,White,66,8
>50K,Male,White,62,40
>50K,Male,Black,31,40
>50K,Male,White,31,40
<=50K,Male,White,39,40
<=50K,Male,Black,60,50
<=50K,Female,White,27,40
<=50K,Female,Amer-Indian-Eskimo,37,40
<=50K,Female,White,38,40
<=50K,Male,White,25,40
<=50K,Female,White,48,40
<=50K,Male,White,42,50
>50K,Male,White,45,50
<=50K,Male,White,22,40
<=50K,Male,White,50,40
<=50K,Male,White,21,40
<=50K,Female,White,44,40
<=50K,Male,Black,60,50
<=50K,Female,White,21,6
<=50K,Male,White,51,48
<=50K,Male,White,30,40
<=50K,Male,White,46,40
>50K,Male,White,43,45
<=50K,Male,Black,57,48
>50K,Male,White,48,40
>50K,Male,Asian-Pac-Islander,39,40
<=50K,Male,White,68,40
<=50K,Male,White,33,24
<=50K,Male,White,22,40
<=50K,Male,White,18,7
<=50K,Male,White,28,50
<=50K,Male,Asian-Pac-Islander,32,40
<=50K,Male,White,56,42
<=50K,Male,White,36,50
<=50K,Male,White,34,55
<=50K,Female,White,18,40
<=50K,Male,Black,39,40
<=50K,Female,White,25,40
<=50K,Male,White,27,35
<=50K,Male,White,56,60
<=50K,Male,White,33,40
>50K,Male,Black,49,60
<=50K,Male,White,44,84
>50K,Male,White,30,45
<=50K,Male,White,27,50
>50K,Male,White,25,40
<=50K,Male,White,30,40
<=50K,Male,White,38,40
<=50K,Male,White,38,40
<=50K,Female,White,46,40
<=50K,Female,White,37,20
>50K,Male,White,62,40
<=50K,Male,White,55,40
<=50K,Male,White,47,40
<=50K,Female,White,45,14
<=50K,Male,White,50,40
<=50K,Male,White,36,40
<=50K,Female,White,45,20
<=50K,Male,White,23,38
>50K,Male,White,37,50
>50K,Male,White,38,55
<=50K,Male,Black,27,40
<=50K,Female,White,29,50
<=50K,Female,White,45,40
>50K,Male,White,41,55
<=50K,Female,White,38,20
<=50K,Male,White,27,40
<=50K,Male,Other,51,40
<=50K,Male,White,44,40
<=50K,Male,Black,33,40
>50K,Male,Black,28,40
>50K,Male,White,32,45
<=50K,Male,White,43,55
<=50K,Female,Black,45,40
>50K,Male,White,52,40
<=50K,Male,White,24,35
<=50K,Male,White,19,40
>50K,Male,White,47,40
>50K,Male,White,53,50
>50K,Male,White,31,40
<=50K,Male,White,30,40
<=50K,Male,White,56,40
>50K,Male,White,49,40
<=50K,Male,White,38,40
<=50K,Male,White,19,18
<=50K,Male,White,39,40
<=50K,Male,White,38,40
>50K,Male,White,47,55
<=50K,Male,White,58,40
<=50K,Male,Black,27,40
>50K,Male,White,59,40
<=50K,Male,White,24,47
<=50K,Male,White,42,40
>50K,Male,White,53,60
<=50K,Male,White,35,50
>50K,Female,Asian-Pac-Islander,36,40
<=50K,Male,White,26,40
<=50K,Male,White,33,48
<=50K,Male,White,29,40
<=50K,Male,White,43,40
>50K,Male,White,35,50
>50K,Female,Asian-Pac-Islander,48,36
<=50K,Female,White,45,40
<=50K,Female,White,43,40
<=50K,Male,White,27,30
<=50K,Male,White,21,40
<=50K,Female,White,63,4
>50K,Male,White,39,40
>50K,Male,White,52,55
<=50K,Female,White,41,40
>50K,Male,White,48,70
<=50K,Female,White,27,35
<=50K,Male,White,53,40
<=50K,Male,White,33,50
<=50K,Male,White,37,35
<=50K,Female,White,18,40
>50K,Female,Black,43,24
<=50K,Female,White,20,40
>50K,Male,White,47,50
<=50K,Male,White,36,70
>50K,Male,White,41,45
<=50K,Male,White,67,40
<=50K,Male,Black,38,40
<=50K,Male,Black,47,25
<=50K,Male,White,39,40
<=50K,Male,White,34,35
<=50K,Male,Black,36,35
<=50K,Male,Black,24,40
<=50K,Male,White,50,84
<=50K,Female,White,21,30
<=50K,Female,White,21,50
<=50K,Male,White,40,40
<=50K,Female,White,19,25
<=50K,Female,White,38,40
<=50K,Male,White,34,50
<=50K,Male,White,44,50
<=50K,Female,White,20,25
>50K,Male,White,44,55
<=50K,Female,White,49,10
>50K,Male,White,45,50
<=50K,Male,White,24,40
<=50K,Male,White,34,40
>50K,Male,White,58,72
<=50K,Male,White,39,45
<=50K,Male,White,22,40
>50K,Female,White,38,32
>50K,Male,White,32,50
<=50K,Male,White,45,48
<=50K,Male,Black,23,45
<=50K,Male,White,35,45
>50K,Male,White,52,45
<=50K,Male,White,55,40
<=50K,Male,White,23,40
<=50K,Female,Amer-Indian-Eskimo,22,25
<=50K,Male,White,27,40
<=50K,Female,White,24,15
<=50K,Male,White,21,40
<=50K,Female,White,49,35
<=50K,Male,White,32,40
<=50K,Female,White,64,24
<=50K,Male,White,37,50
<=50K,Male,White,61,40
>50K,Female,White,44,40
>50K,Male,White,53,52
>50K,Male,White,43,50
>50K,Male,White,60,40
<=50K,Female,White,23,40
<=50K,Male,White,25,40
<=50K,Female,White,29,40
<=50K,Female,White,51,55
<=50K,Male,White,47,12
<=50K,Female,White,20,40
>50K,Male,White,25,40
<=50K,Male,White,27,40
<=50K,Female,White,23,40
<=50K,Female,White,18,27
<=50K,Male,White,23,32
<=50K,Male,White,59,60
<=50K,Female,White,46,37
<=50K,Male,White,66,40
>50K,Male,Black,46,38
<=50K,Female,White,36,23
<=50K,Female,White,44,40
<=50K,Male,White,17,20
<=50K,Male,White,27,45
>50K,Male,White,32,40
<=50K,Male,Black,53,40
<=50K,Male,White,22,98
<=50K,Female,White,30,40
<=50K,Male,White,47,30
>50K,Male,White,68,40
<=50K,Male,White,39,40
<=50K,Female,White,22,40
>50K,Male,White,62,40
<=50K,Female,White,20,35
<=50K,Male,White,21,38
<=50K,Male,White,34,50
<=50K,Male,White,30,75
<=50K,Female,White,25,40
<=50K,Female,White,23,21
<=50K,Male,White,40,40
<=50K,Male,Asian-Pac-Islander,26,40
>50K,Male,White,57,40
>50K,Male,White,36,60
<=50K,Female,Asian-Pac-Islander,43,40
<=50K,Male,White,49,40
>50K,Male,White,58,40
<=50K,Male,Black,32,40
>50K,Male,White,59,45
<=50K,Female,White,42,40
<=50K,Male,Asian-Pac-Islander,37,40
>50K,Male,White,40,45
<=50K,Male,White,47,40
>50K,Male,White,56,45
<=50K,Female,White,30,40
<=50K,Female,Black,42,35
<=50K,Male,White,21,40
<=50K,Female,White,21,40
<=50K,Female,White,47,40
<=50K,Male,White,22,20
>50K,Female,White,35,40
<=50K,Female,Black,41,40
<=50K,Male,White,43,53
<=50K,Male,White,60,55
>50K,Male,White,73,30
>50K,Female,White,90,40
<=50K,Male,White,62,38
<=50K,Male,White,28,40
<=50K,Male,White,45,40
<=50K,Male,White,19,45
<=50K,Male,White,30,35
<=50K,Female,Black,19,52
<=50K,Male,Black,23,80
<=50K,Male,White,22,10
<=50K,Female,White,19,28
<=50K,Male,Asian-Pac-Islander,45,40
<=50K,Female,Black,26,25
>50K,Male,White,42,40
<=50K,Male,White,62,35
<=50K,Male,White,61,40
>50K,Male,Amer-Indian-Eskimo,34,60
<=50K,Female,White,22,53
>50K,Male,White,56,40
<=50K,Male,White,32,40
<=50K,Male,White,24,40
<=50K,Male,White,26,40
<=50K,Female,Black,32,45
<=50K,Male,White,58,40
>50K,Female,White,25,35
<=50K,Female,White,23,25
<=50K,Male,White,23,40
<=50K,Male,White,54,40
<=50K,Female,White,28,35
>50K,Male,White,35,40
>50K,Male,White,30,25
<=50K,Male,White,23,40
>50K,Male,White,42,50
<=50K,Female,White,72,20
<=50K,Male,White,21,40
<=50K,Male,White,37,40
<=50K,Female,White,54,40
<=50K,Female,White,58,45
<=50K,Male,White,32,40
<=50K,Female,White,65,15
<=50K,Male,White,22,45
>50K,Male,White,52,40
<=50K,Female,White,65,20
<=50K,Female,White,33,35
<=50K,Male,White,35,65
<=50K,Female,White,27,40
<=50K,Male,Black,34,42
<=50K,Male,White,53,70
<=50K,Male,White,23,40
>50K,Female,White,43,40
<=50K,Male,White,58,40
<=50K,Male,White,38,40
<=50K,Male,White,26,50
>50K,Male,White,60,50
<=50K,Male,White,28,50
<=50K,Female,White,33,30
<=50K,Male,White,29,40
>50K,Female,White,54,50
<=50K,Male,White,41,36
<=50K,Male,White,63,50
<=50K,Female,White,31,27
<=50K,Female,Black,23,25
<=50K,Male,Black,31,40
>50K,Male,White,41,45
>50K,Male,White,51,40
>50K,Male,White,59,40
<=50K,Female,White,23,45
<=50K,Male,Black,24,45
<=50K,Female,White,67,20
<=50K,Female,White,65,35
>50K,Male,White,47,40
<=50K,Male,White,21,40
<=50K,Male,White,38,40
<=50K,Female,White,55,40
<=50K,Female,White,39,40
>50K,Female,White,24,50
<=50K,Male,Asian-Pac-Islander,24,40
>50K,Male,White,38,40
<=50K,Male,White,19,24
<=50K,Male,White,32,50
>50K,Male,White,63,60
<=50K,Female,White,18,30
<=50K,Male,White,36,45
<=50K,Male,Black,41,40
<=50K,Male,White,57,40
<=50K,Male,White,48,40
<=50K,Female,White,44,40
<=50K,Male,Asian-Pac-Islander,25,40
<=50K,Male,White,48,50
<=50K,Female,White,20,8
<=50K,Male,White,74,55
<=50K,Female,White,44,40
<=50K,Female,White,26,40
<=50K,Male,White,54,40
>50K,Male,White,39,48
<=50K,Female,White,38,40
<=50K,Female,White,18,40
<=50K,Female,Other,32,40
<=50K,Male,White,24,40
<=50K,Male,White,19,35
<=50K,Male,White,28,40
<=50K,Male,Other,28,30
<=50K,Male,White,49,40
<=50K,Male,White,50,40
<=50K,Female,Black,63,40
<=50K,Male,White,58,50
<=50K,Female,White,68,15
>50K,Male,Black,41,40
<=50K,Female,White,21,40
>50K,Male,White,27,50
<=50K,Male,White,24,40
<=50K,Female,White,50,40
<=50K,Female,White,47,44
>50K,Male,White,64,40
<=50K,Female,White,54,40
<=50K,Female,Asian-Pac-Islander,28,30
<=50K,Female,White,26,40
<=50K,Male,White,35,42
<=50K,Male,White,48,15
<=50K,Female,White,50,40
<=50K,Female,White,39,40
>50K,Male,White,46,45
<=50K,Female,Black,41,48
<=50K,Male,White,24,40
<=50K,Male,White,57,40
<=50K,Male,White,32,40
>50K,Male,Black,41,50
>50K,Male,White,55,40
<=50K,Male,White,41,80
<=50K,Female,Black,69,40
<=50K,Female,Black,22,40
<=50K,Male,White,45,40
<=50K,Male,Black,33,40
<=50K,Female,White,57,40
>50K,Male,Asian-Pac-Islander,38,65
<=50K,Male,White,40,50
<=50K,Female,White,48,40
<=50K,Female,Black,38,35
<=50K,Female,White,26,60
<=50K,Male,White,24,40
<=50K,Female,Black,35,20
>50K,Male,White,37,75
<=50K,Male,White,42,40
>50K,Female,White,37,40
<=50K,Female,White,37,50
<=50K,Female,White,28,80
<=50K,Male,White,22,40
<=50K,Female,White,24,40
>50K,Male,White,45,40
>50K,Male,White,29,50
<=50K,Female,Black,23,25
<=50K,Male,White,24,40
<=50K,Female,White,25,40
<=50K,Female,White,58,32
<=50K,Male,White,28,60
>50K,Female,White,58,35
<=50K,Male,White,18,16
<=50K,Male,White,59,40
<=50K,Female,White,39,40
>50K,Male,White,53,50
<=50K,Female,White,54,65
>50K,Male,White,51,50
>50K,Male,White,59,55
>50K,Male,White,42,40
<=50K,Female,White,36,40
<=50K,Female,White,37,60
<=50K,Male,White,32,40
<=50K,Male,White,38,50
<=50K,Female,White,19,30
<=50K,Female,White,55,48
<=50K,Male,White,30,40
>50K,Male,White,27,50
<=50K,Male,White,65,25
<=50K,Female,White,44,5
<=50K,Male,White,23,50
<=50K,Male,White,32,50
<=50K,Female,White,60,20
<=50K,Male,Asian-Pac-Islander,28,40
<=50K,Male,White,44,40
<=50K,Male,White,29,16
<=50K,Male,White,57,40
<=50K,Male,White,41,60
<=50K,Male,White,34,60
<=50K,Female,White,44,42
<=50K,Male,White,44,40
<=50K,Male,White,57,22
<=50K,Male,White,37,30
>50K,Male,White,35,16
>50K,Male,White,51,50
<=50K,Male,White,27,45
>50K,Female,White,41,40
<=50K,Male,White,28,8
<=50K,Male,White,37,60
<=50K,Male,White,18,8
<=50K,Female,White,24,20
<=50K,Female,White,53,40
<=50K,Male,White,40,48
<=50K,Male,White,54,60
<=50K,Female,White,22,40
<=50K,Female,Black,44,30
<=50K,Female,White,43,45
>50K,Female,White,58,20
>50K,Female,White,59,45
>50K,Male,White,31,45
<=50K,Male,White,35,40
<=50K,Female,White,17,20
<=50K,Female,White,45,32
<=50K,Male,White,40,40
<=50K,Male,White,35,45
<=50K,Male,White,25,45
<=50K,Male,White,58,40
>50K,Male,White,39,50
<=50K,Male,Asian-Pac-Islander,69,34
<=50K,Male,White,23,54
<=50K,Female,White,32,40
<=50K,Male,White,48,44
<=50K,Male,White,41,40
<=50K,Male,White,74,10
>50K,Male,White,43,50
<=50K,Male,White,18,20
<=50K,Male,White,24,40
<=50K,Female,White,58,32
>50K,Male,White,54,40
<=50K,Male,White,60,40
<=50K,Male,White,28,40
>50K,Male,White,41,40
>50K,Male,Black,62,35
<=50K,Male,Black,27,40
<=50K,Female,White,30,20
<=50K,Male,Black,63,35
<=50K,Male,White,33,50
<=50K,Male,White,34,45
<=50K,Male,White,20,40
<=50K,Male,White,51,40
<=50K,Male,Black,21,25
>50K,Male,White,50,40
<=50K,Male,White,43,40
<=50K,Male,White,27,40
<=50K,Female,White,19,40
<=50K,Male,Other,20,43
<=50K,Female,White,17,6
<=50K,Male,Black,47,40
<=50K,Female,Black,25,40
<=50K,Female,White,71,20
<=50K,Female,Black,21,40
<=50K,Male,White,69,48
<=50K,Male,White,48,40
<=50K,Female,White,57,3
>50K,Male,White,58,40
<=50K,Female,Other,34,20
<=50K,Male,White,33,66
<=50K,Male,White,56,40
<=50K,Male,White,40,40
<=50K,Male,White,28,32
<=50K,Male,White,42,40
<=50K,Female,White,19,20
<=50K,Female,White,41,40
<=50K,Female,White,28,35
<=50K,Female,White,40,35
<=50K,Male,Asian-Pac-Islander,23,30
>50K,Female,White,46,40
>50K,Male,White,39,50
<=50K,Male,White,39,50
<=50K,Female,White,45,40
<=50K,Female,White,21,35
<=50K,Female,White,50,40
<=50K,Male,White,33,40
<=50K,Female,White,34,40
<=50K,Male,White,55,32
<=50K,Female,White,62,40
<=50K,Male,White,31,40
<=50K,Male,White,35,40
<=50K,Male,White,30,40
>50K,Male,White,57,50
>50K,Male,Black,50,55
<=50K,Male,White,51,50
>50K,Male,White,47,45
>50K,Male,White,37,45
<=50K,Male,White,58,40
>50K,Female,White,39,50
>50K,Male,White,34,40
<=50K,Female,White,45,38
<=50K,Male,White,19,40
>50K,Male,White,42,40
<=50K,Male,White,40,40
>50K,Male,White,39,50
>50K,Male,White,36,40
<=50K,Female,Amer-Indian-Eskimo,56,35
<=50K,Female,White,19,15
>50K,Male,Black,37,40
<=50K,Male,White,60,40
>50K,Male,White,56,40
<=50K,Male,Amer-Indian-Eskimo,51,47
<=50K,Female,White,34,36
<=50K,Female,White,23,10
<=50K,Male,Black,19,30
<=50K,Female,Black,37,40
>50K,Male,White,58,40
<=50K,Female,White,33,35
>50K,Male,White,39,40
<=50K,Female,White,36,40
<=50K,Female,Asian-Pac-Islander,26,40
<=50K,Female,White,22,36
<=50K,Male,White,32,40
<=50K,Male,White,17,15
<=50K,Female,White,57,40
<=50K,Female,Amer-Indian-Eskimo,68,20
<=50K,Male,White,70,40
<=50K,Male,White,30,40
<=50K,Female,White,19,15
<=50K,Male,White,51,40
<=50K,Male,White,19,30
<=50K,Male,White,47,40
>50K,Male,White,41,55
>50K,Male,White,36,40
>50K,Male,White,30,40
<=50K,Male,White,26,45
<=50K,Male,White,41,20
<=50K,Male,White,25,45
<=50K,Male,White,62,40
<=50K,Male,White,23,40
<=50K,Female,White,26,10
<=50K,Male,Amer-Indian-Eskimo,25,40
<=50K,Female,White,30,45
<=50K,Male,White,48,40
<=50K,Male,Other,20,40
>50K,Female,White,51,15
<=50K,Male,White,19,10
<=50K,Male,White,31,40
>50K,Male,White,36,50
<=50K,Female,White,21,40
<=50K,Male,Black,40,40
<=50K,Male,Black,30,40
<=50K,Male,White,28,40
>50K,Male,Black,57,40
<=50K,Male,White,18,15
>50K,Male,White,54,40
<=50K,Male,Black,32,40
<=50K,Male,White,52,40
<=50K,Female,White,27,40
<=50K,Male,White,45,48
<=50K,Male,White,18,20
<=50K,Male,White,37,35
>50K,Male,Black,52,40
<=50K,Male,Black,59,50
<=50K,Male,White,27,40
<=50K,Male,White,43,40
>50K,Male,White,56,40
<=50K,Male,White,44,72
<=50K,Male,White,37,45
>50K,Male,White,28,50
<=50K,Female,White,48,25
<=50K,Male,White,58,50
<=50K,Male,White,29,45
<=50K,Male,White,37,40
>50K,Male,White,35,50
<=50K,Male,White,36,38
<=50K,Male,White,52,48
<=50K,Male,White,30,40
<=50K,Male,White,22,40
<=50K,Male,White,55,60
>50K,Female,White,61,38
<=50K,Male,White,33,30
<=50K,Male,White,46,50
<=50K,Female,White,64,16
<=50K,Male,White,28,40
<=50K,Female,White,19,42
<=50K,Male,White,36,40
>50K,Male,White,43,40
<=50K,Male,Other,39,40
>50K,Male,White,56,42
<=50K,Male,White,24,40
<=50K,Male,White,40,60
>50K,Male,White,45,50
<=50K,Female,White,56,40
<=50K,Female,Black,46,40
<=50K,Female,White,35,40
>50K,Male,White,36,60
>50K,Male,White,50,50
<=50K,Female,Black,61,21
<=50K,Male,White,31,60
<=50K,Male,White,63,40
<=50K,Male,White,41,40
<=50K,Male,White,48,40
<=50K,Female,White,45,35
<=50K,Male,White,24,40
>50K,Male,Black,34,40
<=50K,Female,White,27,40
<=50K,Male,White,26,48
<=50K,Male,White,27,40
<=50K,Male,White,55,40
>50K,Male,White,38,40
>50K,Female,White,31,40
>50K,Male,White,51,40
>50K,Male,White,56,40
<=50K,Male,White,39,40
>50K,Male,White,50,40
<=50K,Male,White,34,40
<=50K,Male,White,44,50
<=50K,Male,White,21,40
<=50K,Male,White,37,70
<=50K,Male,White,34,40
<=50K,Female,White,18,30
<=50K,Male,White,34,80
>50K,Male,White,38,65
<=50K,Male,White,19,12
<=50K,Male,White,46,40
<=50K,Female,White,19,25
<=50K,Female,White,22,20
<=50K,Male,White,38,50
>50K,Female,White,33,50
<=50K,Male,White,83,8
>50K,Male,White,34,40
<=50K,Male,White,38,40
<=50K,Female,White,33,40
>50K,Female,Black,27,40
<=50K,Male,White,38,60
<=50K,Male,White,25,25
<=50K,Male,White,38,40
>50K,Male,White,52,48
<=50K,Male,White,33,50
<=50K,Female,White,17,20
<=50K,Female,White,28,60
<=50K,Female,Black,52,40
<=50K,Male,White,34,40
<=50K,Female,White,25,15
<=50K,Male,Black,17,26
<=50K,Male,Black,22,80
<=50K,Male,Black,22,40
>50K,Male,White,46,40
<=50K,Female,Black,58,40
<=50K,Female,White,39,35
<=50K,Female,White,59,40
<=50K,Male,White,61,40
<=50K,Male,White,32,45
>50K,Male,Asian-Pac-Islander,50,40
<=50K,Male,White,51,40
<=50K,Female,Asian-Pac-Islander,43,45
<=50K,Male,White,20,40
<=50K,Male,Black,38,40
>50K,Male,Black,44,40
<=50K,Male,White,28,50
<=50K,Female,White,50,40
<=50K,Male,White,53,50
<=50K,Male,White,42,45
<=50K,Male,Asian-Pac-Islander,47,45
>50K,Female,White,39,40
<=50K,Male,White,38,60
<=50K,Male,White,34,50
<=50K,Female,White,40,40
<=50K,Female,White,63,20
>50K,Female,White,53,40
<=50K,Male,White,43,48
<=50K,Male,White,28,60
>50K,Female,White,68,10
<=50K,Female,White,22,40
<=50K,Male,White,46,38
<=50K,Female,White,57,40
<=50K,Female,White,38,35
<=50K,Male,White,66,40
<=50K,Female,White,29,40
>50K,Male,White,54,50
<=50K,Male,White,38,40
<=50K,Female,White,35,8
<=50K,Female,White,30,37
<=50K,Female,Black,39,40
<=50K,Male,Black,31,40
<=50K,Male,White,50,50
<=50K,Male,White,30,60
<=50K,Female,White,25,40
<=50K,Female,White,24,40
<=50K,Female,Black,59,40
<=50K,Male,White,45,15
<=50K,Female,White,64,20
<=50K,Female,White,61,40
<=50K,Female,White,42,40
<=50K,Male,White,28,40
<=50K,Male,White,53,40
<=50K,Male,White,33,7
<=50K,Male,Black,34,40
<=50K,Male,White,41,48
>50K,Male,White,67,24
<=50K,Female,White,46,27
<=50K,Female,White,32,40
<=50K,Male,White,41,40
<=50K,Male,Other,30,40
<=50K,Male,White,54,50
<=50K,Male,Black,33,40
<=50K,Male,White,20,32
<=50K,Female,White,34,40
<=50K,Male,White,20,30
<=50K,Male,Black,17,40
<=50K,Female,White,45,48
<=50K,Male,White,21,40
<=50K,Male,White,25,40
<=50K,Male,White,38,41
<=50K,Female,White,17,15
<=50K,Female,White,35,30
<=50K,Male,White,38,40
>50K,Male,White,48,56
<=50K,Male,Black,25,40
<=50K,Male,White,57,40
>50K,Female,White,32,50
<=50K,Male,Black,39,30
<=50K,Female,White,23,35
<=50K,Male,White,21,45
<=50K,Female,White,47,48
<=50K,Female,White,25,40
<=50K,Female,White,18,35
<=50K,Male,Black,41,40
<=50K,Female,White,19,15
<=50K,Male,White,24,42
>50K,Male,White,57,50
>50K,Male,White,51,40
<=50K,Male,White,32,40
<=50K,Male,White,28,45
>50K,Male,White,40,75
<=50K,Male,White,21,20
>50K,Male,White,45,40
<=50K,Female,White,17,25
<=50K,Male,White,55,50
<=50K,Male,Black,42,40
<=50K,Male,White,49,38
<=50K,Male,White,38,40
<=50K,Male,White,50,40
>50K,Male,White,47,48
<=50K,Female,Black,43,40
>50K,Male,White,39,40
<=50K,Male,White,42,30
<=50K,Female,Black,32,50
<=50K,Female,White,44,40
>50K,Male,White,50,80
<=50K,Female,Amer-Indian-Eskimo,55,45
<=50K,Male,White,37,40
<=50K,Female,White,59,40
<=50K,Male,White,56,40
<=50K,Male,Black,33,32
>50K,Male,White,35,40
<=50K,Male,White,44,40
>50K,Male,White,57,40
<=50K,Female,Black,31,40
<=50K,Female,White,18,15
<=50K,Male,White,43,70
<=50K,Male,Other,33,40
<=50K,Male,White,18,25
<=50K,Male,White,47,40
<=50K,Female,White,53,40
>50K,Male,White,59,35
<=50K,Male,White,35,38
<=50K,Male,White,49,40
<=50K,Male,White,26,40
<=50K,Male,White,25,60
<=50K,Female,White,36,30
<=50K,Female,White,29,45
<=50K,Female,White,52,25
<=50K,Male,White,50,50
<=50K,Female,Asian-Pac-Islander,22,40
<=50K,Female,White,44,40
>50K,Male,White,32,40
<=50K,Female,White,49,38
<=50K,Male,White,31,45
<=50K,Male,White,33,40
<=50K,Female,White,50,15
<=50K,Male,White,62,40
<=50K,Female,White,26,40
<=50K,Female,White,46,15
>50K,Male,White,55,40
<=50K,Female,White,49,20
<=50K,Female,White,22,40
>50K,Male,White,43,38
<=50K,Male,White,58,42
>50K,Male,White,48,40
<=50K,Male,White,21,50
<=50K,Female,White,67,20
<=50K,Male,White,39,40
<=50K,Female,White,52,40
<=50K,Male,White,25,40
>50K,Male,White,27,60
<=50K,Female,White,18,20
>50K,Male,Black,41,40
<=50K,Male,White,59,50
<=50K,Male,Black,23,44
<=50K,Female,White,42,15
>50K,Male,White,54,30
<=50K,Male,White,39,60
<=50K,Male,White,57,40
<=50K,Female,White,51,25
<=50K,Male,White,31,40
<=50K,Female,Black,24,45
<=50K,Male,White,35,40
<=50K,Female,White,26,40
>50K,Male,White,42,45
<=50K,Male,White,31,45
>50K,Male,White,46,40
<=50K,Male,White,38,37
<=50K,Male,White,51,40
<=50K,Male,White,27,40
<=50K,Male,Black,33,45
>50K,Male,White,22,48
<=50K,Male,White,72,40
<=50K,Male,White,25,40
>50K,Male,White,58,70
<=50K,Male,White,23,45
<=50K,Female,Asian-Pac-Islander,63,19
<=50K,Male,White,23,40
>50K,Male,White,51,50
<=50K,Female,Asian-Pac-Islander,75,48
<=50K,Female,White,52,50
<=50K,Male,White,69,10
>50K,Male,White,52,40
<=50K,Female,Black,40,40
>50K,Male,White,34,50
<=50K,Female,White,21,8
<=50K,Female,White,30,40
<=50K,Male,Amer-Indian-Eskimo,46,40
<=50K,Female,White,21,16
<=50K,Male,White,44,40
<=50K,Female,White,51,40
<=50K,Female,White,40,32
<=50K,Male,White,33,37
<=50K,Male,White,22,60
<=50K,Male,White,23,30
<=50K,Male,White,75,30
<=50K,Female,White,55,40
<=50K,Male,White,24,20
>50K,Male,White,45,56
<=50K,Male,White,31,24
>50K,Male,White,49,40
<=50K,Female,White,26,40
<=50K,Male,White,61,50
<=50K,Male,White,44,50
<=50K,Female,Black,28,40
>50K,Male,White,79,40
<=50K,Female,Black,51,30
<=50K,Male,White,44,60
<=50K,Male,White,24,40
>50K,Male,White,46,40
<=50K,Female,Asian-Pac-Islander,36,20
<=50K,Female,White,23,38
<=50K,Male,White,25,40
<=50K,Male,Black,48,8
<=50K,Female,Black,18,24
<=50K,Male,White,25,40
<=50K,Male,White,19,45
<=50K,Male,White,26,40
<=50K,Male,White,33,35
<=50K,Female,White,42,40
<=50K,Female,White,22,40
>50K,Male,White,36,40
<=50K,Male,White,33,40
<=50K,Male,White,34,70
<=50K,Male,White,33,45
>50K,Male,White,62,15
<=50K,Female,Black,30,40
<=50K,Female,White,22,40
<=50K,Male,White,34,40
<=50K,Female,White,43,60
<=50K,Male,White,25,40
<=50K,Female,White,35,40
<=50K,Female,Black,28,40
<=50K,Female,White,28,45
<=50K,Female,Black,25,25
>50K,Male,White,40,40
<=50K,Male,Other,35,40
<=50K,Male,White,48,50
<=50K,Male,White,63,20
>50K,Female,White,31,40
<=50K,Male,White,36,45
<=50K,Male,White,39,40
<=50K,Female,Black,24,40
<=50K,Male,White,32,35
<=50K,Female,White,46,40
<=50K,Male,White,19,35
<=50K,Male,Asian-Pac-Islander,30,40
<=50K,Male,White,35,40
<=50K,Male,White,23,55
<=50K,Male,White,33,55
<=50K,Male,White,25,40
>50K,Male,Asian-Pac-Islander,64,35
<=50K,Female,Asian-Pac-Islander,18,20
<=50K,Male,White,59,40
<=50K,Female,Black,45,40
<=50K,Female,White,30,15
<=50K,Female,White,24,40
<=50K,Female,White,22,35
>50K,Male,Asian-Pac-Islander,49,56
<=50K,Male,White,35,40
<=50K,Female,White,48,40
<=50K,Female,White,18,20
<=50K,Male,White,35,40
<=50K,Male,White,27,40
<=50K,Male,Black,28,60
<=50K,Male,Asian-Pac-Islander,21,40
<=50K,Female,Black,26,50
>50K,Male,White,44,40
<=50K,Male,Black,39,40
<=50K,Male,White,40,40
>50K,Male,White,70,35
<=50K,Female,White,34,50
<=50K,Male,Black,34,40
<=50K,Male,White,66,50
<=50K,Male,Black,40,40
>50K,Male,White,61,40
<=50K,Male,White,59,40
<=50K,Female,Black,28,40
>50K,Male,White,47,40
>50K,Male,White,33,60
<=50K,Male,White,18,20
<=50K,Male,White,25,40
